1	350.0015	0
2	350.00275	0
3	350.00397	0
4	350.00522	0
5	350.1351	0
6	350.13635	0
7	350.13757	0
8	350.13882	0
9	350.14005	156.37457
10	350.1413	201.91739
11	350.14252	235.19446
12	350.14377	239.8089
13	350.14502	180.62534
14	350.14624	0
15	350.1475	0
16	350.1487	0
17	350.14996	0
18	350.2205	0
19	350.22174	0
20	350.223	0
21	350.2242	0
22	350.22546	55.46972
23	350.22668	215.60968
24	350.22794	340.44543
25	350.22916	363.01837
26	350.2304	305.5583
27	350.23166	238.08316
28	350.23288	202.62183
29	350.23413	182.02927
30	350.23535	0
31	350.2366	0
32	350.23782	0
33	350.23907	0
34	350.3629	0
35	350.36414	0
36	350.3654	0
37	350.3666	0
38	350.36786	161.945
39	350.3691	259.62
40	350.37033	280.10843
41	350.37158	229.15366
42	350.3728	141.91437
43	350.37405	0
44	350.3753	0
45	350.37653	0
46	350.37778	0
47	350.70007	0
48	350.7013	0
49	350.70255	0
50	350.7038	0
51	350.70502	65.256096
52	350.70627	275.90417
53	350.7075	525.23364
54	350.70874	643.8667
55	350.71	552.7987
56	350.7112	329.15747
57	350.71246	117.354195
58	350.7137	0
59	350.71494	0
60	350.7162	0
61	350.71744	0
62	351.1607	0
63	351.16196	0
64	351.1632	0
65	351.16446	0
66	351.16568	107.71902
67	351.16693	199.35501
68	351.16818	262.2784
69	351.1694	267.64038
70	351.17065	220.67432
71	351.1719	147.69897
72	351.17316	0
73	351.17438	0
74	351.17563	0
75	351.17688	0
76	351.19427	0
77	351.19553	0
78	351.19675	0
79	351.198	0
80	351.19925	83.46958
81	351.2005	252.39697
82	351.20172	358.15155
83	351.20297	322.8519
84	351.20422	186.5556
85	351.20547	0
86	351.2067	0
87	351.20795	0
88	351.2092	0
89	352.15338	0
90	352.15463	0
91	352.15588	0
92	352.15714	0
93	352.1584	184.63187
94	352.15964	419.7652
95	352.1609	556.6416
96	352.16214	496.0822
97	352.1634	279.3683
98	352.1646	37.098183
99	352.16586	0
100	352.1671	0
101	352.16837	0
102	352.16962	0
103	352.17087	0
104	352.17212	97.212105
105	352.17337	294.0535
106	352.17462	476.5584
107	352.17587	538.817
108	352.1771	462.5125
109	352.17834	338.50378
110	352.1796	254.56903
111	352.18085	200.61774
112	352.1821	122.82227
113	352.18335	0
114	352.1846	0
115	352.18585	0
116	352.1871	0
117	352.18835	0
118	352.18958	96.1545
119	352.19083	196.6723
120	352.19208	232.62186
121	352.19333	197.91385
122	352.19458	137.3789
123	352.19583	0
124	352.19708	0
125	352.19833	0
126	352.1996	0
127	352.2283	0
128	352.22955	0
129	352.2308	0
130	352.23203	0
131	352.23328	20.646584
132	352.23453	256.98578
133	352.23578	752.209
134	352.23703	1320.2545
135	352.23828	1597.3928
136	352.23953	1375.5149
137	352.24078	813.99786
138	352.24203	279.84564
139	352.2433	45.251976
140	352.24454	0
141	352.24576	0
142	352.247	0
143	352.24826	0
144	352.94354	0
145	352.9448	0
146	352.94604	0
147	352.9473	0
148	352.94855	191.83014
149	352.94983	229.31439
150	352.95108	238.42212
151	352.95233	225.3219
152	352.95358	205.78946
153	352.95483	182.10376
154	352.9561	0
155	352.95734	0
156	352.9586	0
157	352.95984	0
158	353.2092	0
159	353.21045	0
160	353.2117	0
161	353.21295	0
162	353.2142	141.9761
163	353.21548	307.79156
164	353.21674	458.52863
165	353.218	487.72382
166	353.21924	365.75482
167	353.2205	172.28815
168	353.22174	0
169	353.223	0
170	353.22424	0
171	353.2255	0
172	353.36975	0
173	353.371	0
174	353.37225	0
175	353.3735	0
176	353.37476	130.01611
177	353.376	376.92603
178	353.37726	573.5903
179	353.3785	586.5982
180	353.3798	413.5564
181	353.38104	175.47806
182	353.3823	0
183	353.38354	0
184	353.3848	0
185	353.38605	0
186	354.2786	0
187	354.27985	0
188	354.2811	0
189	354.28235	0
190	354.28363	130.82587
191	354.28488	250.05228
192	354.28613	284.47226
193	354.2874	220.14471
194	354.28867	115.391716
195	354.28992	0
196	354.29117	0
197	354.29245	0
198	354.2937	0
199	355.05948	0
200	355.06076	0
201	355.062	0
202	355.06326	0
203	355.06454	0
204	355.0658	1513.4313
205	355.06708	6310.662
206	355.06833	13245.933
207	355.06958	18199.09
208	355.07086	17512.982
209	355.0721	11704.519
210	355.0734	4906.857
211	355.07465	776.8504
212	355.07593	240.98315
213	355.07718	111.95774
214	355.07843	0
215	355.0797	0
216	355.08096	0
217	355.08224	0
218	355.21118	0
219	355.21243	0
220	355.21368	0
221	355.21497	0
222	355.21622	97.4676
223	355.2175	245.8735
224	355.21875	424.17316
225	355.22003	973.14417
226	355.22128	1869.2374
227	355.22256	2479.1636
228	355.22382	2317.2012
229	355.22507	1493.6951
230	355.22635	573.947
231	355.2276	98.09463
232	355.22888	0
233	355.23013	0
234	355.2314	0
235	355.23267	0
236	355.3136	0
237	355.31488	0
238	355.31613	0
239	355.3174	0
240	355.31866	52.571312
241	355.31995	201.77585
242	355.3212	269.14886
243	355.32248	244.89938
244	355.32373	153.06363
245	355.32498	0
246	355.32626	0
247	355.3275	0
248	355.3288	0
249	356.0586	0
250	356.05988	0
251	356.06113	0
252	356.0624	0
253	356.06366	3.4783783
254	356.06494	279.60947
255	356.06622	1225.2012
256	356.06747	2726.8364
257	356.06876	3948.6519
258	356.07	3983.4207
259	356.0713	2829.335
260	356.07257	1591.979
261	356.07382	1174.3209
262	356.0751	808.766
263	356.07635	268.2141
264	356.07764	0
265	356.0789	0
266	356.08017	0
267	356.08145	0
268	356.0827	0
269	356.1995	0
270	356.20078	0
271	356.20203	0
272	356.2033	0
273	356.2046	187.22131
274	356.20584	312.6982
275	356.20712	337.84573
276	356.20837	240.46188
277	356.20966	79.1274
278	356.2109	0
279	356.2122	0
280	356.21347	0
281	356.21472	0
282	357.04153	0
283	357.04282	0
284	357.0441	0
285	357.04538	0
286	357.04663	65.88474
287	357.0479	201.6659
288	357.0492	293.5224
289	357.05048	266.77094
290	357.05173	136.33945
291	357.053	0
292	357.0543	0
293	357.05557	0
294	357.05682	0
295	357.0581	0
296	357.0594	0
297	357.06067	0
298	357.06192	70.86938
299	357.0632	443.6117
300	357.06448	1195.0792
301	357.06577	1868.7595
302	357.06702	1951.3582
303	357.0683	1368.2717
304	357.06958	607.6452
305	357.07086	276.40475
306	357.07214	215.61133
307	357.0734	135.10461
308	357.07468	0
309	357.07596	0
310	357.07724	0
311	357.0785	0
312	357.10782	0
313	357.1091	0
314	357.11035	0
315	357.11163	0
316	357.1129	82.856224
317	357.1142	268.1915
318	357.11545	363.99796
319	357.11673	299.49042
320	357.118	133.54337
321	357.1193	0
322	357.12057	0
323	357.12183	0
324	357.1231	0
325	357.28888	0
326	357.29016	0
327	357.2914	0
328	357.2927	0
329	357.29398	84.86886
330	357.29526	1010.7909
331	357.29654	7343.759
332	357.2978	19279.854
333	357.29907	31169.227
334	357.30035	34856.8
335	357.30164	27554.408
336	357.30292	14734.749
337	357.30417	4517.731
338	357.30545	626.9345
339	357.30673	268.12598
340	357.308	176.41565
341	357.3093	0
342	357.31055	0
343	357.31183	0
344	357.3131	0
345	357.62076	0
346	357.62204	0
347	357.6233	0
348	357.62457	0
349	357.62585	117.243095
350	357.62714	197.23428
351	357.62842	230.39423
352	357.6297	207.73138
353	357.63098	161.71265
354	357.63223	0
355	357.6335	0
356	357.6348	0
357	357.63608	0
358	358.05927	0
359	358.06055	0
360	358.06183	0
361	358.0631	0
362	358.0644	191.71417
363	358.06567	346.49652
364	358.06696	431.19476
365	358.06824	460.26666
366	358.06952	454.3357
367	358.0708	382.9744
368	358.07208	239.62677
369	358.07336	81.73017
370	358.07465	0
371	358.07593	0
372	358.0772	0
373	358.07846	0
374	358.1092	0
375	358.11047	0
376	358.11176	0
377	358.11304	0
378	358.11432	189.68918
379	358.1156	221.11362
380	358.11688	234.68866
381	358.11816	219.25668
382	358.11945	172.50912
383	358.1207	0
384	358.12198	0
385	358.12326	0
386	358.12454	0
387	358.19113	0
388	358.1924	0
389	358.1937	0
390	358.19498	0
391	358.19626	151.82883
392	358.19754	235.83133
393	358.1988	257.74664
394	358.20007	215.63629
395	358.20135	122.3581
396	358.20264	0
397	358.20392	0
398	358.2052	0
399	358.20648	0
400	358.2923	0
401	358.29358	0
402	358.29486	0
403	358.29614	0
404	358.29742	19.422318
405	358.2987	284.27838
406	358.3	1876.9471
407	358.30127	4612.6206
408	358.30255	7084.3086
409	358.30383	7531.53
410	358.3051	5582.96
411	358.3064	2678.1294
412	358.30768	628.4101
413	358.30896	62.28872
414	358.31024	0
415	358.31152	0
416	358.3128	0
417	358.3141	0
418	358.37045	0
419	358.37173	0
420	358.37302	0
421	358.3743	0
422	358.37558	145.0556
423	358.37686	260.10422
424	358.37814	320.0879
425	358.37943	293.61237
426	358.3807	200.37347
427	358.382	94.65087
428	358.38327	0
429	358.38455	0
430	358.38583	0
431	358.38712	0
432	359.0184	0
433	359.01968	0
434	359.02097	0
435	359.02225	0
436	359.02356	83.68113
437	359.02484	318.2229
438	359.02612	768.21454
439	359.0274	1260.6837
440	359.0287	1459.7014
441	359.02997	1194.3126
442	359.03125	647.37177
443	359.03253	177.58502
444	359.0338	0
445	359.0351	0
446	359.0364	0
447	359.0377	0
448	359.12506	0
449	359.12634	0
450	359.12766	0
451	359.12894	0
452	359.13022	186.27551
453	359.1315	223.32355
454	359.13278	227.15347
455	359.13406	201.23138
456	359.13535	173.83636
457	359.13663	0
458	359.13794	0
459	359.13922	0
460	359.1405	0
461	359.29868	0
462	359.29996	0
463	359.30124	0
464	359.30252	0
465	359.3038	139.31522
466	359.30508	330.898
467	359.30637	498.65424
468	359.30768	498.4264
469	359.30896	333.64087
470	359.31024	140.82013
471	359.31152	0
472	359.3128	0
473	359.3141	0
474	359.3154	0
475	359.72482	0
476	359.7261	0
477	359.7274	0
478	359.7287	0
479	359.72998	75.68041
480	359.73126	218.79364
481	359.73254	326.6824
482	359.73383	318.2928
483	359.73514	212.5209
484	359.73642	97.96999
485	359.7377	0
486	359.73898	0
487	359.7403	0
488	359.74158	0
489	360.15173	0
490	360.153	0
491	360.15433	0
492	360.1556	0
493	360.1569	89.73478
494	360.15817	371.57675
495	360.1595	665.0847
496	360.16077	890.23926
497	360.16205	1284.8185
498	360.16336	2179.0342
499	360.16464	3398.387
500	360.16592	4146.4995
501	360.16724	3743.1892
502	360.16852	2389.3325
503	360.1698	988.0344
504	360.1711	244.51102
505	360.1724	40.88314
506	360.17368	0
507	360.17496	0
508	360.17627	0
509	360.17755	0
510	361.16077	0
511	361.16205	0
512	361.16336	0
513	361.16464	0
514	361.16595	151.91895
515	361.16724	448.49957
516	361.16855	698.49835
517	361.16983	752.1991
518	361.17114	568.6269
519	361.17242	271.0911
520	361.17374	30.192848
521	361.17502	0
522	361.17633	0
523	361.1776	0
524	361.17892	0
525	362.1415	0
526	362.1428	0
527	362.1441	0
528	362.14542	0
529	362.1467	177.77841
530	362.148	257.57513
531	362.14932	312.63184
532	362.1506	310.81693
533	362.15192	241.29788
534	362.15323	117.41323
535	362.1545	0
536	362.15582	0
537	362.1571	0
538	362.15842	0
539	362.2105	0
540	362.2118	0
541	362.2131	0
542	362.21442	0
543	362.2157	106.81983
544	362.217	223.29745
545	362.21832	262.93088
546	362.2196	295.92334
547	362.22092	399.9277
548	362.22223	473.32983
549	362.2235	380.14944
550	362.22482	145.49579
551	362.2261	0
552	362.22742	0
553	362.22873	0
554	362.23	0
555	362.84018	0
556	362.8415	0
557	362.8428	0
558	362.8441	0
559	362.8454	165.22604
560	362.8467	211.1012
561	362.84802	253.75064
562	362.84933	255.67422
563	362.85062	186.11307
564	362.85193	0
565	362.85324	0
566	362.85455	0
567	362.85583	0
568	363.1576	0
569	363.1589	0
570	363.16022	0
571	363.16153	0
572	363.16284	168.78604
573	363.16415	223.31366
574	363.16544	230.93246
575	363.16675	230.1723
576	363.16806	294.94492
577	363.16937	449.11316
578	363.1707	667.63995
579	363.172	820.1017
580	363.17328	778.01776
581	363.1746	562.8286
582	363.1759	304.88016
583	363.17722	100.576
584	363.17853	0
585	363.1798	0
586	363.18112	0
587	363.18243	0
588	364.14124	0
589	364.14255	0
590	364.14386	0
591	364.14517	0
592	364.14648	158.35059
593	364.1478	233.25677
594	364.1491	255.73837
595	364.15042	206.19754
596	364.15173	100.81522
597	364.15305	0
598	364.15436	0
599	364.15567	0
600	364.15698	0
601	364.20294	0
602	364.20425	0
603	364.20557	0
604	364.20688	0
605	364.2082	118.41595
606	364.2095	192.7904
607	364.21082	242.32309
608	364.21213	195.01791
609	364.21344	60.106407
610	364.21475	0
611	364.21606	0
612	364.21738	0
613	364.2187	0
614	364.60367	0
615	364.60498	0
616	364.6063	0
617	364.6076	0
618	364.60892	122.64207
619	364.61023	205.18402
620	364.61154	236.8002
621	364.61285	196.55908
622	364.61417	107.475624
623	364.61548	0
624	364.6168	0
