1	350.2288	366.99585
2	350.37003	282.53677
3	350.7088	644.24146
4	351.16888	272.79193
5	351.20203	363.30676
6	352.16113	561.1849
7	352.17575	539.67804
8	352.23834	1598.2963
9	352.95084	238.85503
10	353.2176	495.91153
11	353.37796	606.83563
12	354.28592	286.1301
13	355.07007	18696.52
14	355.22293	2515.3464
15	356.06943	4133.891
16	356.20673	344.40073
17	357.06656	2002.661
18	357.11557	364.94897
19	357.30014	35029.277
20	358.06876	463.17975
21	358.1169	234.69856
22	358.30344	7667.3813
23	358.3784	321.83945
24	359.0286	1460.6691
25	359.307	524.595
26	359.7331	338.4529
27	360.16617	4167.7305
28	361.1695	761.18353
29	362.14993	319.75345
30	362.22223	473.33087
31	363.16504	231.50734
32	363.17236	829.14557
33	365.2662	1116.5629
34	367.0702	345.14536
35	367.21072	376.47992
36	369.04712	560.1656
37	369.21237	336.99805
38	369.2482	582.2294
39	369.27545	289.46777
40	370.21957	495.89404
41	370.88248	733.79865
42	371.09006	398.703
43	371.0927	573.915
44	371.17407	663.92694
45	371.2277	3480.6538
46	371.3157	12224.431
47	372.23154	482.169
48	372.319	2315.367
49	373.23337	70077.03
50	374.09747	4229.1733
51	374.23666	12030.862
52	375.0948	833.7135
53	375.10138	384.97244
54	375.2406	887.7944
55	378.1767	11001.432
56	379.084	901.0946
57	379.17996	1886.8167
58	379.2333	256.72702
59	379.28214	1763.2084
