3000.34	0
3003.77	0
3007.19	0
3010.62	0
3014.05	0.23618327
3017.47	0
3020.9	0.23618327
3024.33	0
3027.75	0
3031.18	0
3034.6	0
3038.03	0
3041.46	0.23618327
3044.88	0
3048.31	0.23618327
3051.74	0
3055.16	0
3058.59	0
3062.02	0.23618327
3065.44	0
3068.87	0.23618327
3072.29	0
3075.72	0.47236654
3079.15	0.47236654
3082.57	0
3086	0
3089.43	0
3092.85	0.23618327
3096.28	0.9447331
3099.7	4.8181386
3103.13	15.895135
3106.56	41.54464
3109.98	76.07463
3113.41	109.069435
3116.84	111.90364
3120.26	169.79216
3123.69	121.04393
3127.11	63.0137
3130.54	44.61502
3133.97	21.492678
3137.4	7.935758
3140.82	11.289561
3144.25	4.534719
3147.68	2.385451
3151.1	0.23618327
3154.53	0.7085498
3157.95	0.7085498
3161.38	0.23618327
3164.81	0.23618327
3168.23	0.23618327
3171.66	0
3175.08	0
3178.51	0
3181.94	0.23618327
3185.37	0.23618327
3188.79	0.23618327
3192.22	0.47236654
3195.65	0
3199.07	0
